sample.id,value,epitope.id,paper.name
BK00940EB01,0.092534269,CTLA4,CCR7+ CD11b+ CD27- B cells
BK00940EB01,0.02512934,KI67,CCR7+ CD11b+ CD27- B cells
BK00940EB01,0.062132732,TBX21,CCR7+ CD11b+ CD27- B cells
BK00940EB01,0.517698663,PDCD1,CCR7+ CD11b+ CD27- B cells
BK00940EB01,10.08176442,TNR5,CCR7+ CD11b+ CD27- B cells
BK00940EB01,0.640568064,CD38,CCR7+ CD11b+ CD27- B cells
BK00940EB01,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK02095EB02,1.944894564,DRA,CCR7+ CD11b+ CD27- B cells
BK02095EB02,0.785131222,HAVR2,CCR7+ CD11b+ CD27- B cells
BK02095EB02,1.1879148,TBX21,CCR7+ CD11b+ CD27- B cells
BK02095EB02,1.011696505,CD38,CCR7+ CD11b+ CD27- B cells
BK02095EB02,1.027640418,CTLA4,CCR7+ CD11b+ CD27- B cells
BK02095EB02,0.583357289,ITAX,CCR7+ CD11b+ CD27- B cells
BK02095EB02,0.017619062,KI67,CCR7+ CD11b+ CD27- B cells
BK02095EB02,0.159310453,PDCD1,CCR7+ CD11b+ CD27- B cells
BK02095EB02,15.23768306,TNR5,CCR7+ CD11b+ CD27- B cells
BK01089EB02,0.515991312,ITAX,CCR7+ CD11b+ CD27- B cells
BK01089EB02,4.701955436,DRA,CCR7+ CD11b+ CD27- B cells
BK01089EB02,0.144975275,TBX21,CCR7+ CD11b+ CD27- B cells
BK01089EB02,0.047010864,KI67,CCR7+ CD11b+ CD27- B cells
BK01089EB02,0.015153149,HAVR2,CCR7+ CD11b+ CD27- B cells
BK01089EB02,3.099614571,CTLA4,CCR7+ CD11b+ CD27- B cells
BK01089EB02,0.656617968,CD38,CCR7+ CD11b+ CD27- B cells
BK01089EB02,0.638688258,PDCD1,CCR7+ CD11b+ CD27- B cells
BK01089EB02,15.59754894,TNR5,CCR7+ CD11b+ CD27- B cells
BK02100EB02,0.594322717,CTLA4,CCR7+ CD11b+ CD27- B cells
BK02100EB02,1.121390247,ITAX,CCR7+ CD11b+ CD27- B cells
BK02100EB02,0.532338607,HAVR2,CCR7+ CD11b+ CD27- B cells
BK02100EB02,0.074853954,TBX21,CCR7+ CD11b+ CD27- B cells
BK02100EB02,0.05968506,KI67,CCR7+ CD11b+ CD27- B cells
BK02100EB02,7.857683971,TNR5,CCR7+ CD11b+ CD27- B cells
BK02100EB02,0.548052621,CD38,CCR7+ CD11b+ CD27- B cells
BK02100EB02,1.198487509,PDCD1,CCR7+ CD11b+ CD27- B cells
BK02100EB02,1.703248533,DRA,CCR7+ CD11b+ CD27- B cells
BK02075EB02,8.772440964,TNR5,CCR7+ CD11b+ CD27- B cells
BK02075EB02,0.193633479,PDCD1,CCR7+ CD11b+ CD27- B cells
BK02075EB02,3.714635175,ITAX,CCR7+ CD11b+ CD27- B cells
BK02075EB02,1.055666816,HAVR2,CCR7+ CD11b+ CD27- B cells
BK02075EB02,0.915547861,CD38,CCR7+ CD11b+ CD27- B cells
BK02075EB02,0.873431171,CTLA4,CCR7+ CD11b+ CD27- B cells
BK02075EB02,2.113388114,DRA,CCR7+ CD11b+ CD27- B cells
BK02075EB02,0.215820552,TBX21,CCR7+ CD11b+ CD27- B cells
BK02075EB02,0.167007807,KI67,CCR7+ CD11b+ CD27- B cells
BK00952EB01,0.103505061,CTLA4,CCR7+ CD11b+ CD27- B cells
BK00952EB01,3.03570256,DRA,CCR7+ CD11b+ CD27- B cells
BK00952EB01,8.334979247,TNR5,CCR7+ CD11b+ CD27- B cells
BK00952EB01,0.680423773,CD38,CCR7+ CD11b+ CD27- B cells
BK00952EB01,0.545397404,ITAX,CCR7+ CD11b+ CD27- B cells
BK00952EB01,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK00952EB01,0.031201645,TBX21,CCR7+ CD11b+ CD27- B cells
BK00952EB01,0.370514389,PDCD1,CCR7+ CD11b+ CD27- B cells
BK00952EB01,0.008350401,KI67,CCR7+ CD11b+ CD27- B cells
BK01097EB01,0.341869642,CTLA4,CCR7+ CD11b+ CD27- B cells
BK01097EB01,0.027187134,KI67,CCR7+ CD11b+ CD27- B cells
BK01097EB01,0.246226173,PDCD1,CCR7+ CD11b+ CD27- B cells
BK01097EB01,0.614501022,CD38,CCR7+ CD11b+ CD27- B cells
BK01097EB01,0.012136003,TBX21,CCR7+ CD11b+ CD27- B cells
BK01097EB01,8.886856834,TNR5,CCR7+ CD11b+ CD27- B cells
BK01097EB01,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK01097EB01,6.902277346,DRA,CCR7+ CD11b+ CD27- B cells
BK01097EB01,0.269648307,ITAX,CCR7+ CD11b+ CD27- B cells
BK00533EB02,0.259700922,CTLA4,CCR7+ CD11b+ CD27- B cells
BK00533EB02,2.531218757,DRA,CCR7+ CD11b+ CD27- B cells
BK00533EB02,0.126470702,ITAX,CCR7+ CD11b+ CD27- B cells
BK00533EB02,0.405023239,CD38,CCR7+ CD11b+ CD27- B cells
BK00533EB02,8.025858754,TNR5,CCR7+ CD11b+ CD27- B cells
BK00533EB02,0.388308215,PDCD1,CCR7+ CD11b+ CD27- B cells
BK00533EB02,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK00533EB02,0.006527418,TBX21,CCR7+ CD11b+ CD27- B cells
BK00533EB02,0,KI67,CCR7+ CD11b+ CD27- B cells
BK01103EB02,0.019971361,TBX21,CCR7+ CD11b+ CD27- B cells
BK01103EB02,0.436635315,HAVR2,CCR7+ CD11b+ CD27- B cells
BK01103EB02,2.365823317,DRA,CCR7+ CD11b+ CD27- B cells
BK01103EB02,0.221205613,PDCD1,CCR7+ CD11b+ CD27- B cells
BK01103EB02,11.33623193,TNR5,CCR7+ CD11b+ CD27- B cells
BK01103EB02,0.024471954,KI67,CCR7+ CD11b+ CD27- B cells
BK01103EB02,0.487196473,ITAX,CCR7+ CD11b+ CD27- B cells
BK01103EB02,0.121433238,CTLA4,CCR7+ CD11b+ CD27- B cells
BK01103EB02,0.464123414,CD38,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_K00035KE01_SPB_A03,0.007174497,KI67,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_K00035KE01_SPB_A03,4.253083002,TNR5,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_K00035KE01_SPB_A03,0.381532974,PDCD1,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_K00035KE01_SPB_A03,0.258244344,CD38,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_K00035KE01_SPB_A03,0,HAVR2,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_K00035KE01_SPB_A03,0.354134888,ITAX,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_K00035KE01_SPB_A03,0.016326543,TBX21,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_K00035KE01_SPB_A03,0.048822615,CTLA4,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_K00035KE01_SPB_A03,1.975588444,DRA,CCR7+ CD11b+ CD27- B cells
BK00033EB01,8.469072112,TNR5,CCR7+ CD11b+ CD27- B cells
BK00033EB01,0.008204567,TBX21,CCR7+ CD11b+ CD27- B cells
BK00033EB01,0.274703474,CTLA4,CCR7+ CD11b+ CD27- B cells
BK00033EB01,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK00033EB01,0.817488104,DRA,CCR7+ CD11b+ CD27- B cells
BK00033EB01,0.124330076,CD38,CCR7+ CD11b+ CD27- B cells
BK00033EB01,0.030479468,PDCD1,CCR7+ CD11b+ CD27- B cells
BK00033EB01,0.205758792,ITAX,CCR7+ CD11b+ CD27- B cells
BK00033EB01,0.006838294,KI67,CCR7+ CD11b+ CD27- B cells
BK00072EB02,2.084618066,DRA,CCR7+ CD11b+ CD27- B cells
BK00072EB02,0.126897201,CTLA4,CCR7+ CD11b+ CD27- B cells
BK00072EB02,0.362542978,CD38,CCR7+ CD11b+ CD27- B cells
BK00072EB02,0.030021459,TBX21,CCR7+ CD11b+ CD27- B cells
BK00072EB02,0.082135945,HAVR2,CCR7+ CD11b+ CD27- B cells
BK00072EB02,0.036567737,KI67,CCR7+ CD11b+ CD27- B cells
BK00072EB02,0.539212528,PDCD1,CCR7+ CD11b+ CD27- B cells
BK00072EB02,0.659723759,ITAX,CCR7+ CD11b+ CD27- B cells
BK00072EB02,7.340237975,TNR5,CCR7+ CD11b+ CD27- B cells
BK00052EB02,2.095648369,DRA,CCR7+ CD11b+ CD27- B cells
BK00052EB02,1.295274093,PDCD1,CCR7+ CD11b+ CD27- B cells
BK00052EB02,0.364568527,CTLA4,CCR7+ CD11b+ CD27- B cells
BK00052EB02,0,KI67,CCR7+ CD11b+ CD27- B cells
BK00052EB02,2.103386555,ITAX,CCR7+ CD11b+ CD27- B cells
BK00052EB02,0.618631688,CD38,CCR7+ CD11b+ CD27- B cells
BK00052EB02,12.16643654,TNR5,CCR7+ CD11b+ CD27- B cells
BK00052EB02,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK00052EB02,0.063881788,TBX21,CCR7+ CD11b+ CD27- B cells
BK00083EB01,0.030576343,KI67,CCR7+ CD11b+ CD27- B cells
BK00083EB01,0.751627252,ITAX,CCR7+ CD11b+ CD27- B cells
BK00083EB01,0.200445428,CTLA4,CCR7+ CD11b+ CD27- B cells
BK00083EB01,0.443381337,PDCD1,CCR7+ CD11b+ CD27- B cells
BK00083EB01,0.578818507,CD38,CCR7+ CD11b+ CD27- B cells
BK00083EB01,0.097554671,TBX21,CCR7+ CD11b+ CD27- B cells
BK00083EB01,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK00083EB01,7.459683538,TNR5,CCR7+ CD11b+ CD27- B cells
BK00083EB01,2.790322308,DRA,CCR7+ CD11b+ CD27- B cells
BK00950EB02,0.202843954,TBX21,CCR7+ CD11b+ CD27- B cells
BK00950EB02,0.393365708,ITAX,CCR7+ CD11b+ CD27- B cells
BK00950EB02,0.836330928,CTLA4,CCR7+ CD11b+ CD27- B cells
BK00950EB02,0.08537563,PDCD1,CCR7+ CD11b+ CD27- B cells
BK00950EB02,0.029058519,KI67,CCR7+ CD11b+ CD27- B cells
BK00950EB02,0.341488422,CD38,CCR7+ CD11b+ CD27- B cells
BK00950EB02,14.36823037,TNR5,CCR7+ CD11b+ CD27- B cells
BK00950EB02,2.208376127,DRA,CCR7+ CD11b+ CD27- B cells
BK00950EB02,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK02066EB02,0.30735066,TBX21,CCR7+ CD11b+ CD27- B cells
BK02066EB02,0.293487148,CTLA4,CCR7+ CD11b+ CD27- B cells
BK02066EB02,2.840200838,DRA,CCR7+ CD11b+ CD27- B cells
BK02066EB02,1.153940782,CD38,CCR7+ CD11b+ CD27- B cells
BK02066EB02,1.46494748,ITAX,CCR7+ CD11b+ CD27- B cells
BK02066EB02,0.298372838,PDCD1,CCR7+ CD11b+ CD27- B cells
BK02066EB02,0.579721226,HAVR2,CCR7+ CD11b+ CD27- B cells
BK02066EB02,23.09440717,TNR5,CCR7+ CD11b+ CD27- B cells
BK02066EB02,0.037582695,KI67,CCR7+ CD11b+ CD27- B cells
BK01099EB02,0.052233958,TBX21,CCR7+ CD11b+ CD27- B cells
BK01099EB02,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK01099EB02,0.816326099,CD38,CCR7+ CD11b+ CD27- B cells
BK01099EB02,12.24007797,TNR5,CCR7+ CD11b+ CD27- B cells
BK01099EB02,1.485887689,DRA,CCR7+ CD11b+ CD27- B cells
BK01099EB02,0.280594502,CTLA4,CCR7+ CD11b+ CD27- B cells
BK01099EB02,0.022546251,KI67,CCR7+ CD11b+ CD27- B cells
BK01099EB02,0.188365226,PDCD1,CCR7+ CD11b+ CD27- B cells
BK01099EB02,0.739000112,ITAX,CCR7+ CD11b+ CD27- B cells
BK04386EB01,0.54703861,ITAX,CCR7+ CD11b+ CD27- B cells
BK04386EB01,1.432622381,DRA,CCR7+ CD11b+ CD27- B cells
BK04386EB01,4.05447699,TNR5,CCR7+ CD11b+ CD27- B cells
BK04386EB01,0.047697844,TBX21,CCR7+ CD11b+ CD27- B cells
BK04386EB01,0.009927854,KI67,CCR7+ CD11b+ CD27- B cells
BK04386EB01,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK04386EB01,0.248830936,CD38,CCR7+ CD11b+ CD27- B cells
BK04386EB01,0.270036516,PDCD1,CCR7+ CD11b+ CD27- B cells
BK04386EB01,0.261227303,CTLA4,CCR7+ CD11b+ CD27- B cells
BK01101EB01,11.89742255,TNR5,CCR7+ CD11b+ CD27- B cells
BK01101EB01,0.024880181,KI67,CCR7+ CD11b+ CD27- B cells
BK01101EB01,0.174497393,TBX21,CCR7+ CD11b+ CD27- B cells
BK01101EB01,0.509628407,CD38,CCR7+ CD11b+ CD27- B cells
BK01101EB01,0.539330623,CTLA4,CCR7+ CD11b+ CD27- B cells
BK01101EB01,0.128125023,PDCD1,CCR7+ CD11b+ CD27- B cells
BK01101EB01,0.351732323,ITAX,CCR7+ CD11b+ CD27- B cells
BK01101EB01,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK01101EB01,2.785808477,DRA,CCR7+ CD11b+ CD27- B cells
BK02072EB02,7.98995901,DRA,CCR7+ CD11b+ CD27- B cells
BK02072EB02,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK02072EB02,1.588810848,PDCD1,CCR7+ CD11b+ CD27- B cells
BK02072EB02,0,KI67,CCR7+ CD11b+ CD27- B cells
BK02072EB02,0.128769713,TBX21,CCR7+ CD11b+ CD27- B cells
BK02072EB02,0.112582509,ITAX,CCR7+ CD11b+ CD27- B cells
BK02072EB02,0.742963178,CD38,CCR7+ CD11b+ CD27- B cells
BK02072EB02,9.31411211,TNR5,CCR7+ CD11b+ CD27- B cells
BK02072EB02,0.435186734,CTLA4,CCR7+ CD11b+ CD27- B cells
BK02067EB02,0.157228184,TBX21,CCR7+ CD11b+ CD27- B cells
BK02067EB02,0.640586443,ITAX,CCR7+ CD11b+ CD27- B cells
BK02067EB02,1.103621775,CD38,CCR7+ CD11b+ CD27- B cells
BK02067EB02,0.288882961,PDCD1,CCR7+ CD11b+ CD27- B cells
BK02067EB02,0.379516878,CTLA4,CCR7+ CD11b+ CD27- B cells
BK02067EB02,19.14506565,TNR5,CCR7+ CD11b+ CD27- B cells
BK02067EB02,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK02067EB02,0.072870737,KI67,CCR7+ CD11b+ CD27- B cells
BK02067EB02,3.433528505,DRA,CCR7+ CD11b+ CD27- B cells
BK12381EB02,0.683387046,PDCD1,CCR7+ CD11b+ CD27- B cells
BK12381EB02,0.648329275,ITAX,CCR7+ CD11b+ CD27- B cells
BK12381EB02,1.51354644,CD38,CCR7+ CD11b+ CD27- B cells
BK12381EB02,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK12381EB02,14.76491599,TNR5,CCR7+ CD11b+ CD27- B cells
BK12381EB02,0.141793394,KI67,CCR7+ CD11b+ CD27- B cells
BK12381EB02,0.875603567,CTLA4,CCR7+ CD11b+ CD27- B cells
BK12381EB02,3.270486948,DRA,CCR7+ CD11b+ CD27- B cells
BK12381EB02,1.192575222,TBX21,CCR7+ CD11b+ CD27- B cells
BK00171EB01,0.29034051,PDCD1,CCR7+ CD11b+ CD27- B cells
BK00171EB01,0.504129741,ITAX,CCR7+ CD11b+ CD27- B cells
BK00171EB01,0.052382125,TBX21,CCR7+ CD11b+ CD27- B cells
BK00171EB01,0.011649599,KI67,CCR7+ CD11b+ CD27- B cells
BK00171EB01,2.785075739,DRA,CCR7+ CD11b+ CD27- B cells
BK00171EB01,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK00171EB01,8.93538976,TNR5,CCR7+ CD11b+ CD27- B cells
BK00171EB01,0.210665959,CD38,CCR7+ CD11b+ CD27- B cells
BK00171EB01,0.300984707,CTLA4,CCR7+ CD11b+ CD27- B cells
BK00182EB01,0.106836552,TBX21,CCR7+ CD11b+ CD27- B cells
BK00182EB01,5.556661002,TNR5,CCR7+ CD11b+ CD27- B cells
BK00182EB01,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK00182EB01,0.296575022,PDCD1,CCR7+ CD11b+ CD27- B cells
BK00182EB01,2.515251778,DRA,CCR7+ CD11b+ CD27- B cells
BK00182EB01,0.019908019,KI67,CCR7+ CD11b+ CD27- B cells
BK00182EB01,0.403186539,ITAX,CCR7+ CD11b+ CD27- B cells
BK00182EB01,0.068865969,CTLA4,CCR7+ CD11b+ CD27- B cells
BK00182EB01,0.412051402,CD38,CCR7+ CD11b+ CD27- B cells
BK00346EB05,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK00346EB05,0.764692813,ITAX,CCR7+ CD11b+ CD27- B cells
BK00346EB05,1.424520566,DRA,CCR7+ CD11b+ CD27- B cells
BK00346EB05,0.048272652,TBX21,CCR7+ CD11b+ CD27- B cells
BK00346EB05,0.147284425,CTLA4,CCR7+ CD11b+ CD27- B cells
BK00346EB05,0.027726471,KI67,CCR7+ CD11b+ CD27- B cells
BK00346EB05,4.687335302,TNR5,CCR7+ CD11b+ CD27- B cells
BK00346EB05,0.085512861,PDCD1,CCR7+ CD11b+ CD27- B cells
BK00346EB05,0.862992169,CD38,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_BK00247P01_SPB_A01,2.140707258,DRA,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_BK00247P01_SPB_A01,0.59220771,CD38,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_BK00247P01_SPB_A01,0.063303283,TBX21,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_BK00247P01_SPB_A01,12.67567324,TNR5,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_BK00247P01_SPB_A01,0.544461146,CTLA4,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_BK00247P01_SPB_A01,0,HAVR2,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_BK00247P01_SPB_A01,1.144518298,ITAX,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_BK00247P01_SPB_A01,0.056279328000000003,KI67,CCR7+ CD11b+ CD27- B cells
PICI0002_A05_BK00247P01_SPB_A01,0.69205597,PDCD1,CCR7+ CD11b+ CD27- B cells
BK02064EB02,0,HAVR2,CCR7+ CD11b+ CD27- B cells
BK02064EB02,0.347611319,CTLA4,CCR7+ CD11b+ CD27- B cells
BK02064EB02,0.565736162,CD38,CCR7+ CD11b+ CD27- B cells
BK02064EB02,0.621055889,ITAX,CCR7+ CD11b+ CD27- B cells
BK02064EB02,3.943730551,DRA,CCR7+ CD11b+ CD27- B cells
BK02064EB02,6.954570646,TNR5,CCR7+ CD11b+ CD27- B cells
BK02064EB02,0.075769692,PDCD1,CCR7+ CD11b+ CD27- B cells
BK02064EB02,0.084645137,TBX21,CCR7+ CD11b+ CD27- B cells
BK02064EB02,0.047722729,KI67,CCR7+ CD11b+ CD27- B cells
BK00368EB02,6.507094675,TBX21,CCR7+ CD11b+ CD27- B cells
BK00368EB02,1.528833321,HAVR2,CCR7+ CD11b+ CD27- B cells
BK00368EB02,20.36451912,TNR5,CCR7+ CD11b+ CD27- B cells
BK00368EB02,5.934601256,ITAX,CCR7+ CD11b+ CD27- B cells
BK00368EB02,0.859452365,CTLA4,CCR7+ CD11b+ CD27- B cells
BK00368EB02,3.308338702,DRA,CCR7+ CD11b+ CD27- B cells
BK00368EB02,0.367703059,PDCD1,CCR7+ CD11b+ CD27- B cells
BK00368EB02,0.06643662,KI67,CCR7+ CD11b+ CD27- B cells
BK00368EB02,4.194050348,CD38,CCR7+ CD11b+ CD27- B cells
BK02088EB02,0.051880114,HAVR2,CCR7+ CD11b+ CD27- B cells
BK02088EB02,0.257922151,ITAX,CCR7+ CD11b+ CD27- B cells
BK02088EB02,19.25354502,TNR5,CCR7+ CD11b+ CD27- B cells
BK02088EB02,0.392201497,CD38,CCR7+ CD11b+ CD27- B cells
BK02088EB02,0.476271159,CTLA4,CCR7+ CD11b+ CD27- B cells
BK02088EB02,0.548721135,PDCD1,CCR7+ CD11b+ CD27- B cells
BK02088EB02,0.002424518,KI67,CCR7+ CD11b+ CD27- B cells
BK02088EB02,2.477826597,DRA,CCR7+ CD11b+ CD27- B cells
BK02088EB02,0.096867764,TBX21,CCR7+ CD11b+ CD27- B cells
